Input,Match type,Approved symbol,Approved name,HGNC ID,Location
TIGD3,Approved symbol,TIGD3,tigger transposable element derived 3,HGNC:18334,11q13.1
TIGD4,Approved symbol,TIGD4,tigger transposable element derived 4,HGNC:18335,4q31.3
TIGD5,Approved symbol,TIGD5,tigger transposable element derived 5,HGNC:18336,8q24.3
TIGD6,Approved symbol,TIGD6,tigger transposable element derived 6,HGNC:18332,5q32
TIGD7,Approved symbol,TIGD7,tigger transposable element derived 7,HGNC:18331,16p13.3
TIGIT,Approved symbol,TIGIT,T cell immunoreceptor with Ig and ITIM domains,HGNC:26838,3q13.31
TIMD4,Approved symbol,TIMD4,T cell immunoglobulin and mucin domain containing 4,HGNC:25132,5q33.3
TIMELESS,Approved symbol,TIMELESS,timeless circadian regulator,HGNC:11813,12q13.3
TIMM10,Approved symbol,TIMM10,translocase of inner mitochondrial membrane 10,HGNC:11814,11q12.1
TIMM13,Approved symbol,TIMM13,translocase of inner mitochondrial membrane 13,HGNC:11816,19p13.3
TIMM16,Synonyms,PAM16,presequence translocase associated motor 16,HGNC:29679,16p13.3
TIMM17A,Approved symbol,TIMM17A,translocase of inner mitochondrial membrane 17A,HGNC:17315,1q32.1
TIMM17B,Approved symbol,TIMM17B,translocase of inner mitochondrial membrane 17B,HGNC:17310,Xp11.23
TIMM22,Approved symbol,TIMM22,translocase of inner mitochondrial membrane 22,HGNC:17317,17p13
TIMM44,Approved symbol,TIMM44,translocase of inner mitochondrial membrane 44,HGNC:17316,19p13.2
TIMM50,Approved symbol,TIMM50,translocase of inner mitochondrial membrane 50,HGNC:23656,19q13.2
TIMM8A,Approved symbol,TIMM8A,translocase of inner mitochondrial membrane 8A,HGNC:11817,Xq22.1
TIMM8B,Approved symbol,TIMM8B,translocase of inner mitochondrial membrane 8 homolog B,HGNC:11818,11q23.1
TIMM9,Approved symbol,TIMM9,translocase of inner mitochondrial membrane 9,HGNC:11819,14q23.1
TIMP1,Approved symbol,TIMP1,TIMP metallopeptidase inhibitor 1,HGNC:11820,Xp11.3
TIMP2,Approved symbol,TIMP2,TIMP metallopeptidase inhibitor 2,HGNC:11821,17q25.3
TIMP3,Approved symbol,TIMP3,TIMP metallopeptidase inhibitor 3,HGNC:11822,22q12.3
TIMP4,Approved symbol,TIMP4,TIMP metallopeptidase inhibitor 4,HGNC:11823,3p25.2
TINAGL1,Approved symbol,TINAGL1,tubulointerstitial nephritis antigen like 1,HGNC:19168,1p35.2
TINAG,Approved symbol,TINAG,tubulointerstitial nephritis antigen,HGNC:14599,6p12.1
TINF2,Approved symbol,TINF2,TERF1 interacting nuclear factor 2,HGNC:11824,14q12
TIPARP,Approved symbol,TIPARP,TCDD inducible poly(ADP-ribose) polymerase,HGNC:23696,3q25.31
TIPIN,Approved symbol,TIPIN,TIMELESS interacting protein,HGNC:30750,15q22.31
TIPRL,Approved symbol,TIPRL,TOR signaling pathway regulator,HGNC:30231,1q24.2
TIRAP,Approved symbol,TIRAP,TIR domain containing adaptor protein,HGNC:17192,11q24.2
TJAP1,Approved symbol,TJAP1,tight junction associated protein 1,HGNC:17949,6p21.1
TJP1,Approved symbol,TJP1,tight junction protein 1,HGNC:11827,15q13.1
TJP2,Approved symbol,TJP2,tight junction protein 2,HGNC:11828,9q21.11
TJP3,Approved symbol,TJP3,tight junction protein 3,HGNC:11829,19p13.3
TK1,Approved symbol,TK1,thymidine kinase 1,HGNC:11830,17q25.3
TK2,Approved symbol,TK2,"thymidine kinase 2, mitochondrial",HGNC:11831,16q21
TKTL1,Approved symbol,TKTL1,transketolase like 1,HGNC:11835,Xq28
TKTL2,Approved symbol,TKTL2,transketolase like 2,HGNC:25313,4q32.2
TKT,Approved symbol,TKT,transketolase,HGNC:11834,3p21.1
TKT,Synonyms,DDR2,discoidin domain receptor tyrosine kinase 2,HGNC:2731,1q23.3
TLCD1,Approved symbol,TLCD1,TLC domain containing 1,HGNC:25177,17q11.2
TLE1,Approved symbol,TLE1,"TLE family member 1, transcriptional corepressor",HGNC:11837,9q21.32
TLE2,Approved symbol,TLE2,"TLE family member 2, transcriptional corepressor",HGNC:11838,19p13.3
TLE3,Approved symbol,TLE3,"TLE family member 3, transcriptional corepressor",HGNC:11839,15q23
TLE4,Approved symbol,TLE4,"TLE family member 4, transcriptional corepressor",HGNC:11840,9q21.31
TLE6,Approved symbol,TLE6,"TLE family member 6, subcortical maternal complex member",HGNC:30788,19p13.3
TLK1,Approved symbol,TLK1,tousled like kinase 1,HGNC:11841,2q31.1
TLK2,Approved symbol,TLK2,tousled like kinase 2,HGNC:11842,17q23
TLL1,Approved symbol,TLL1,tolloid like 1,HGNC:11843,4q32.3
TLL2,Approved symbol,TLL2,tolloid like 2,HGNC:11844,10q24.1
TLN1,Approved symbol,TLN1,talin 1,HGNC:11845,9p13.3
TLN2,Approved symbol,TLN2,talin 2,HGNC:15447,15q22.2
TLR10,Approved symbol,TLR10,toll like receptor 10,HGNC:15634,4p14
TLR1,Approved symbol,TLR1,toll like receptor 1,HGNC:11847,4p14
TLR2,Approved symbol,TLR2,toll like receptor 2,HGNC:11848,4q31.3
TLR3,Approved symbol,TLR3,toll like receptor 3,HGNC:11849,4q35.1
TLR4,Approved symbol,TLR4,toll like receptor 4,HGNC:11850,9q33.1
TLR5,Approved symbol,TLR5,toll like receptor 5,HGNC:11851,1q41
TLR6,Approved symbol,TLR6,toll like receptor 6,HGNC:16711,4p14
TLR7,Approved symbol,TLR7,toll like receptor 7,HGNC:15631,Xp22.2
TLR8,Approved symbol,TLR8,toll like receptor 8,HGNC:15632,Xp22.2
TLR9,Approved symbol,TLR9,toll like receptor 9,HGNC:15633,3p21.2
TLX1NB,Approved symbol,TLX1NB,TLX1 neighbor,HGNC:37183,10q24.31
TLX1,Approved symbol,TLX1,T cell leukemia homeobox 1,HGNC:5056,10q24.31
TLX2,Approved symbol,TLX2,T cell leukemia homeobox 2,HGNC:5057,2p13.1
TLX2,Synonyms,TLX2,T cell leukemia homeobox 2,HGNC:5057,2p13.1
TLX3,Approved symbol,TLX3,T cell leukemia homeobox 3,HGNC:13532,5q35.1
TM2D1,Approved symbol,TM2D1,TM2 domain containing 1,HGNC:24142,1p31.3
TM2D2,Approved symbol,TM2D2,TM2 domain containing 2,HGNC:24127,8p11.22
TM2D3,Approved symbol,TM2D3,TM2 domain containing 3,HGNC:24128,15q26.3
TM4SF18,Approved symbol,TM4SF18,transmembrane 4 L six family member 18,HGNC:25181,3q25.1
TM4SF19,Approved symbol,TM4SF19,transmembrane 4 L six family member 19,HGNC:25167,3q29
TM4SF1,Approved symbol,TM4SF1,transmembrane 4 L six family member 1,HGNC:11853,3q25.1
TM4SF20,Approved symbol,TM4SF20,transmembrane 4 L six family member 20,HGNC:26230,2q36.3
TM4SF4,Approved symbol,TM4SF4,transmembrane 4 L six family member 4,HGNC:11856,3q25.1
TM4SF5,Approved symbol,TM4SF5,transmembrane 4 L six family member 5,HGNC:11857,17p13.2
TM6SF1,Approved symbol,TM6SF1,transmembrane 6 superfamily member 1,HGNC:11860,15q25.2
TM6SF2,Approved symbol,TM6SF2,transmembrane 6 superfamily member 2,HGNC:11861,19p13.11
TM7SF2,Approved symbol,TM7SF2,transmembrane 7 superfamily member 2,HGNC:11863,11q13.1
TM7SF3,Approved symbol,TM7SF3,transmembrane 7 superfamily member 3,HGNC:23049,12p11.23
TM7SF4,Previous symbol,DCSTAMP,dendrocyte expressed seven transmembrane protein,HGNC:18549,8q22.3
TM9SF1,Approved symbol,TM9SF1,transmembrane 9 superfamily member 1,HGNC:11864,14q12
TM9SF2,Approved symbol,TM9SF2,transmembrane 9 superfamily member 2,HGNC:11865,13q32.3
TM9SF3,Approved symbol,TM9SF3,transmembrane 9 superfamily member 3,HGNC:21529,10q24.1
TM9SF4,Approved symbol,TM9SF4,transmembrane 9 superfamily member 4,HGNC:30797,20q11.21
TMBIM1,Approved symbol,TMBIM1,transmembrane BAX inhibitor motif containing 1,HGNC:23410,2q35
TMBIM4,Approved symbol,TMBIM4,transmembrane BAX inhibitor motif containing 4,HGNC:24257,12q14.3
TMBIM6,Approved symbol,TMBIM6,transmembrane BAX inhibitor motif containing 6,HGNC:11723,12q13.12
TMC1,Approved symbol,TMC1,transmembrane channel like 1,HGNC:16513,9q21.13
TMC2,Approved symbol,TMC2,transmembrane channel like 2,HGNC:16527,20p13
TMC3,Approved symbol,TMC3,transmembrane channel like 3,HGNC:22995,15q25.1
TMC4,Approved symbol,TMC4,transmembrane channel like 4,HGNC:22998,19q13.42
TMC5,Approved symbol,TMC5,transmembrane channel like 5,HGNC:22999,16p12.3
TMC6,Approved symbol,TMC6,transmembrane channel like 6,HGNC:18021,17q25.3
TMC7,Approved symbol,TMC7,transmembrane channel like 7,HGNC:23000,16p12.3
TMC8,Approved symbol,TMC8,transmembrane channel like 8,HGNC:20474,17q25.3
TMCC1,Approved symbol,TMCC1,transmembrane and coiled-coil domain family 1,HGNC:29116,3q22.1
TMCC2,Approved symbol,TMCC2,transmembrane and coiled-coil domain family 2,HGNC:24239,1q32.1
TMCC3,Approved symbol,TMCC3,transmembrane and coiled-coil domain family 3,HGNC:29199,12q22
TMCO1,Approved symbol,TMCO1,transmembrane and coiled-coil domains 1,HGNC:18188,1q24.1
TMCO2,Approved symbol,TMCO2,transmembrane and coiled-coil domains 2,HGNC:23312,1p34.2
TMCO3,Approved symbol,TMCO3,transmembrane and coiled-coil domains 3,HGNC:20329,13q34
TMCO4,Approved symbol,TMCO4,transmembrane and coiled-coil domains 4,HGNC:27393,1p36.13
TMCO5A,Approved symbol,TMCO5A,transmembrane and coiled-coil domains 5A,HGNC:28558,15q14
TMCO6,Approved symbol,TMCO6,transmembrane and coiled-coil domains 6,HGNC:28814,5q31.3
TMCO7,Previous symbol,TANGO6,transport and golgi organization 6 homolog,HGNC:25749,16q22.1
TMED10P1,Approved symbol,TMED10P1,transmembrane p24 trafficking protein 10 pseudogene 1,HGNC:30754,8q24.3
TMED10,Approved symbol,TMED10,transmembrane p24 trafficking protein 10,HGNC:16998,14q24.3
TMED1,Approved symbol,TMED1,transmembrane p24 trafficking protein 1,HGNC:17291,19p13.2
TMED2,Approved symbol,TMED2,transmembrane p24 trafficking protein 2,HGNC:16996,12q24.31
TMED3,Approved symbol,TMED3,transmembrane p24 trafficking protein 3,HGNC:28889,15q25.1
TMED4,Approved symbol,TMED4,transmembrane p24 trafficking protein 4,HGNC:22301,7p13
TMED5,Approved symbol,TMED5,transmembrane p24 trafficking protein 5,HGNC:24251,1p22.1
TMED6,Approved symbol,TMED6,transmembrane p24 trafficking protein 6,HGNC:28331,16q22.1
TMED7-TICAM2,Approved symbol,TMED7-TICAM2,TMED7-TICAM2 readthrough,HGNC:33945,5q22.3
TMED7,Approved symbol,TMED7,transmembrane p24 trafficking protein 7,HGNC:24253,5q22.3
TMED8,Approved symbol,TMED8,transmembrane p24 trafficking protein family member 8,HGNC:18633,14q24.3
TMED9,Approved symbol,TMED9,transmembrane p24 trafficking protein 9,HGNC:24878,5q35.3
TMEFF1,Approved symbol,TMEFF1,transmembrane protein with EGF like and two follistatin like domains 1,HGNC:11866,9q31.1
TMEFF2,Approved symbol,TMEFF2,transmembrane protein with EGF like and two follistatin like domains 2,HGNC:11867,2q32.3
TMEM100,Approved symbol,TMEM100,transmembrane protein 100,HGNC:25607,17q23.1
TMEM101,Approved symbol,TMEM101,transmembrane protein 101,HGNC:28653,17q21.31
TMEM102,Approved symbol,TMEM102,transmembrane protein 102,HGNC:26722,17p13.1
TMEM104,Approved symbol,TMEM104,transmembrane protein 104,HGNC:25984,17q25.1
TMEM105,Approved symbol,TMEM105,TMEM105 long non-coding RNA,HGNC:26794,17q25.3
TMEM106A,Approved symbol,TMEM106A,transmembrane protein 106A,HGNC:28288,17q21.31
TMEM106B,Approved symbol,TMEM106B,transmembrane protein 106B,HGNC:22407,7p21.3
TMEM106C,Approved symbol,TMEM106C,transmembrane protein 106C,HGNC:28775,12q13.11
TMEM107,Approved symbol,TMEM107,transmembrane protein 107,HGNC:28128,17p13.1
TMEM108,Approved symbol,TMEM108,transmembrane protein 108,HGNC:28451,3q22.1
TMEM109,Approved symbol,TMEM109,transmembrane protein 109,HGNC:28771,11q12.2
TMEM110,Previous symbol,STIMATE,STIM activating enhancer,HGNC:30526,3p21.1
TMEM111,Previous symbol,EMC3,ER membrane protein complex subunit 3,HGNC:23999,3p25.3
TMEM114,Approved symbol,TMEM114,transmembrane protein 114,HGNC:33227,16p13.2
TMEM115,Approved symbol,TMEM115,transmembrane protein 115,HGNC:30055,3p21.31
TMEM116,Approved symbol,TMEM116,transmembrane protein 116,HGNC:25084,12q24.13
TMEM117,Approved symbol,TMEM117,transmembrane protein 117,HGNC:25308,12q12
TMEM119,Approved symbol,TMEM119,transmembrane protein 119,HGNC:27884,12q23.3
TMEM11,Approved symbol,TMEM11,transmembrane protein 11,HGNC:16823,17p11.1
TMEM120A,Approved symbol,TMEM120A,transmembrane protein 120A,HGNC:21697,7q11.23
TMEM120B,Approved symbol,TMEM120B,transmembrane protein 120B,HGNC:32008,12q24.31
TMEM121,Approved symbol,TMEM121,transmembrane protein 121,HGNC:20511,14q32.33
TMEM123,Approved symbol,TMEM123,transmembrane protein 123,HGNC:30138,11q22.2
TMEM125,Approved symbol,TMEM125,transmembrane protein 125,HGNC:28275,1p34.2
TMEM126A,Approved symbol,TMEM126A,transmembrane protein 126A,HGNC:25382,11q14.1
TMEM126B,Approved symbol,TMEM126B,transmembrane protein 126B,HGNC:30883,11q14.1
TMEM127,Approved symbol,TMEM127,transmembrane protein 127,HGNC:26038,2q11.2
TMEM128,Approved symbol,TMEM128,transmembrane protein 128,HGNC:28201,4p16.3
TMEM129,Approved symbol,TMEM129,transmembrane protein 129,HGNC:25137,4p16.3
TMEM130,Approved symbol,TMEM130,transmembrane protein 130,HGNC:25429,7q22.1
TMEM131,Approved symbol,TMEM131,transmembrane protein 131,HGNC:30366,2q11.2
TMEM132A,Approved symbol,TMEM132A,transmembrane protein 132A,HGNC:31092,11q12.2
TMEM132B,Approved symbol,TMEM132B,transmembrane protein 132B,HGNC:29397,12q24.31
TMEM132C,Approved symbol,TMEM132C,transmembrane protein 132C,HGNC:25436,12q24.32
TMEM132D,Approved symbol,TMEM132D,transmembrane protein 132D,HGNC:29411,12q24.33
TMEM132E,Approved symbol,TMEM132E,transmembrane protein 132E,HGNC:26991,17q12
TMEM133,Previous symbol,ARHGAP42,Rho GTPase activating protein 42,HGNC:26545,11q22.1
TMEM134,Approved symbol,TMEM134,transmembrane protein 134,HGNC:26142,11q13.2
TMEM135,Approved symbol,TMEM135,transmembrane protein 135,HGNC:26167,11q14.2
TMEM136,Approved symbol,TMEM136,transmembrane protein 136,HGNC:28280,11q23.3
TMEM138,Approved symbol,TMEM138,transmembrane protein 138,HGNC:26944,11q12.2
TMEM139,Approved symbol,TMEM139,transmembrane protein 139,HGNC:22058,7q34
TMEM140,Approved symbol,TMEM140,transmembrane protein 140,HGNC:21870,7q33
TMEM141,Approved symbol,TMEM141,transmembrane protein 141,HGNC:28211,9q34.3
TMEM143,Approved symbol,TMEM143,transmembrane protein 143,HGNC:25603,19q13.32
TMEM144,Approved symbol,TMEM144,transmembrane protein 144,HGNC:25633,4q32.1
TMEM145,Approved symbol,TMEM145,transmembrane protein 145,HGNC:26912,19q13.2
TMEM146,Previous symbol,CATSPERD,cation channel sperm associated auxiliary subunit delta,HGNC:28598,19p13.3
TMEM147,Approved symbol,TMEM147,transmembrane protein 147,HGNC:30414,19q13.12
TMEM149,Previous symbol,IGFLR1,IGF like family receptor 1,HGNC:23620,19q13.12
TMEM14A,Approved symbol,TMEM14A,transmembrane protein 14A,HGNC:21076,6p12.2
TMEM14B,Approved symbol,TMEM14B,transmembrane protein 14B,HGNC:21384,6p24.2
TMEM14C,Approved symbol,TMEM14C,transmembrane protein 14C,HGNC:20952,6p24.2
TMEM14E,Previous symbol,TMEM14EP,"transmembrane protein 14E, pseudogene",HGNC:34386,3q25.2
TMEM150A,Approved symbol,TMEM150A,transmembrane protein 150A,HGNC:24677,2p11.2
TMEM150B,Approved symbol,TMEM150B,transmembrane protein 150B,HGNC:34415,19q13.42
TMEM150C,Approved symbol,TMEM150C,transmembrane protein 150C,HGNC:37263,4q21.22
TMEM151A,Approved symbol,TMEM151A,transmembrane protein 151A,HGNC:28497,11q13.2
TMEM151B,Approved symbol,TMEM151B,transmembrane protein 151B,HGNC:21315,6p21.1
TMEM154,Approved symbol,TMEM154,transmembrane protein 154,HGNC:26489,4q31.3
TMEM155,Approved symbol,TMEM155,transmembrane protein 155,HGNC:26418,4q27
TMEM156,Approved symbol,TMEM156,transmembrane protein 156,HGNC:26260,4p14
TMEM158,Approved symbol,TMEM158,transmembrane protein 158 (gene/pseudogene),HGNC:30293,3p21.31
TMEM159,Approved symbol,TMEM159,transmembrane protein 159,HGNC:30136,16p12.3
TMEM160,Approved symbol,TMEM160,transmembrane protein 160,HGNC:26042,19q13.32
TMEM161A,Approved symbol,TMEM161A,transmembrane protein 161A,HGNC:26020,19p13.11
TMEM161B,Approved symbol,TMEM161B,transmembrane protein 161B,HGNC:28483,5q14.3
TMEM163,Approved symbol,TMEM163,transmembrane protein 163,HGNC:25380,2q21.3
TMEM164,Approved symbol,TMEM164,transmembrane protein 164,HGNC:26217,Xq23
TMEM165,Approved symbol,TMEM165,transmembrane protein 165,HGNC:30760,4q12
TMEM167A,Approved symbol,TMEM167A,transmembrane protein 167A,HGNC:28330,5q14.2
TMEM167B,Approved symbol,TMEM167B,transmembrane protein 167B,HGNC:30187,1p13.3
TMEM168,Approved symbol,TMEM168,transmembrane protein 168,HGNC:25826,7q31.1
TMEM169,Approved symbol,TMEM169,transmembrane protein 169,HGNC:25130,2q35
TMEM170A,Approved symbol,TMEM170A,transmembrane protein 170A,HGNC:29577,16q23.1
TMEM170B,Approved symbol,TMEM170B,transmembrane protein 170B,HGNC:34244,6p24.2
TMEM171,Approved symbol,TMEM171,transmembrane protein 171,HGNC:27031,5q13.2
TMEM173,Approved symbol,TMEM173,transmembrane protein 173,HGNC:27962,5q31.2
TMEM174,Approved symbol,TMEM174,transmembrane protein 174,HGNC:28187,5q13.2
TMEM175,Approved symbol,TMEM175,transmembrane protein 175,HGNC:28709,4p16.3
TMEM176A,Approved symbol,TMEM176A,transmembrane protein 176A,HGNC:24930,7q36.1
TMEM176B,Approved symbol,TMEM176B,transmembrane protein 176B,HGNC:29596,7q36.1
TMEM177,Approved symbol,TMEM177,transmembrane protein 177,HGNC:28143,2q14.2
TMEM178,Previous symbol,TMEM178A,transmembrane protein 178A,HGNC:28517,2p22.1
TMEM179B,Approved symbol,TMEM179B,transmembrane protein 179B,HGNC:33744,11q12.3
TMEM179,Approved symbol,TMEM179,transmembrane protein 179,HGNC:20137,14q32.33
TMEM17,Approved symbol,TMEM17,transmembrane protein 17,HGNC:26623,2p15
TMEM180,Previous symbol,MFSD13A,major facilitator superfamily domain containing 13A,HGNC:26196,10q24.32
TMEM181,Approved symbol,TMEM181,transmembrane protein 181,HGNC:20958,6q25.3
TMEM182,Approved symbol,TMEM182,transmembrane protein 182,HGNC:26391,2q12.1
TMEM183A,Approved symbol,TMEM183A,transmembrane protein 183A,HGNC:20173,1q32.1
TMEM184A,Approved symbol,TMEM184A,transmembrane protein 184A,HGNC:28797,7p22.3
TMEM184B,Approved symbol,TMEM184B,transmembrane protein 184B,HGNC:1310,22q13.1
TMEM184C,Approved symbol,TMEM184C,transmembrane protein 184C,HGNC:25587,4q31.23
TMEM185A,Approved symbol,TMEM185A,transmembrane protein 185A,HGNC:17125,Xq28
TMEM185B,Approved symbol,TMEM185B,transmembrane protein 185B,HGNC:18896,2q14.2
TMEM186,Approved symbol,TMEM186,transmembrane protein 186,HGNC:24530,16p13.2
TMEM187,Approved symbol,TMEM187,transmembrane protein 187,HGNC:13705,Xq28
TMEM188,Previous symbol,CNEP1R1,CTD nuclear envelope phosphatase 1 regulatory subunit 1,HGNC:26759,16q12.1
TMEM189-UBE2V1,Approved symbol,TMEM189-UBE2V1,TMEM189-UBE2V1 readthrough,HGNC:33521,20q13.13
TMEM189,Approved symbol,TMEM189,transmembrane protein 189,HGNC:16735,20q13.13
TMEM18,Approved symbol,TMEM18,transmembrane protein 18,HGNC:25257,2p25.3
TMEM190,Approved symbol,TMEM190,transmembrane protein 190,HGNC:29632,19q13.42
TMEM191A,Approved symbol,TMEM191A,transmembrane protein 191A (pseudogene),HGNC:25317,22q11.21
TMEM192,Approved symbol,TMEM192,transmembrane protein 192,HGNC:26775,4q32.3
TMEM194A,Previous symbol,NEMP1,nuclear envelope integral membrane protein 1,HGNC:29001,12q13.3
TMEM194B,Previous symbol,NEMP2,nuclear envelope integral membrane protein 2,HGNC:33700,2q32.2
TMEM195,Previous symbol,AGMO,alkylglycerol monooxygenase,HGNC:33784,7p21.2
TMEM196,Approved symbol,TMEM196,transmembrane protein 196,HGNC:22431,7p21.1
TMEM198,Approved symbol,TMEM198,transmembrane protein 198,HGNC:33704,2q35
TMEM199,Approved symbol,TMEM199,transmembrane protein 199,HGNC:18085,17q11.2
TMEM19,Approved symbol,TMEM19,transmembrane protein 19,HGNC:25605,12q21.1
TMEM200A,Approved symbol,TMEM200A,transmembrane protein 200A,HGNC:21075,6q23.1
TMEM200B,Approved symbol,TMEM200B,transmembrane protein 200B,HGNC:33785,1p35.3
TMEM200C,Approved symbol,TMEM200C,transmembrane protein 200C,HGNC:37208,18p11.31
TMEM201,Approved symbol,TMEM201,transmembrane protein 201,HGNC:33719,1p36.22
TMEM202,Approved symbol,TMEM202,transmembrane protein 202,HGNC:33733,15q23-q24.1
TMEM203,Approved symbol,TMEM203,transmembrane protein 203,HGNC:28217,9q34.3
TMEM204,Approved symbol,TMEM204,transmembrane protein 204,HGNC:14158,16p13.3
TMEM205,Approved symbol,TMEM205,transmembrane protein 205,HGNC:29631,19p13.2
TMEM206,Approved symbol,TMEM206,transmembrane protein 206,HGNC:25593,1q32.3
TMEM207,Approved symbol,TMEM207,transmembrane protein 207,HGNC:33705,3q28
TMEM208,Approved symbol,TMEM208,transmembrane protein 208,HGNC:25015,16q22.1
TMEM209,Approved symbol,TMEM209,transmembrane protein 209,HGNC:21898,7q32.2
TMEM20,Previous symbol,SLC35G1,solute carrier family 35 member G1,HGNC:26607,10q23.33
TMEM211,Approved symbol,TMEM211,transmembrane protein 211,HGNC:33725,22q11.23
TMEM212,Approved symbol,TMEM212,transmembrane protein 212,HGNC:34295,3q26.31
TMEM213,Approved symbol,TMEM213,transmembrane protein 213,HGNC:27220,7q34
TMEM214,Approved symbol,TMEM214,transmembrane protein 214,HGNC:25983,2p23.3
TMEM215,Approved symbol,TMEM215,transmembrane protein 215,HGNC:33816,9p21.1
TMEM216,Approved symbol,TMEM216,transmembrane protein 216,HGNC:25018,11q13.1
TMEM217,Approved symbol,TMEM217,transmembrane protein 217,HGNC:21238,6p21.2
TMEM218,Approved symbol,TMEM218,transmembrane protein 218,HGNC:27344,11q24.2
TMEM219,Approved symbol,TMEM219,transmembrane protein 219,HGNC:25201,16p11.2
TMEM220,Approved symbol,TMEM220,transmembrane protein 220,HGNC:33757,17p13.1
TMEM222,Approved symbol,TMEM222,transmembrane protein 222,HGNC:25363,1p36.11
TMEM223,Approved symbol,TMEM223,transmembrane protein 223,HGNC:28464,11q12.3
TMEM225,Approved symbol,TMEM225,transmembrane protein 225,HGNC:32390,11q24.1
TMEM229A,Approved symbol,TMEM229A,transmembrane protein 229A,HGNC:37279,7q31.32
TMEM229B,Approved symbol,TMEM229B,transmembrane protein 229B,HGNC:20130,14q23.3-q24.1
TMEM22,Previous symbol,SLC35G2,solute carrier family 35 member G2,HGNC:28480,3q22.3
TMEM231,Approved symbol,TMEM231,transmembrane protein 231,HGNC:37234,16q23.1
TMEM232,Approved symbol,TMEM232,transmembrane protein 232,HGNC:37270,5q22.1
TMEM233,Approved symbol,TMEM233,transmembrane protein 233,HGNC:37219,12q24.23
TMEM25,Approved symbol,TMEM25,transmembrane protein 25,HGNC:25890,11q23.3
TMEM26,Approved symbol,TMEM26,transmembrane protein 26,HGNC:28550,10q21.2
TMEM27,Previous symbol,CLTRN,"collectrin, amino acid transport regulator",HGNC:29437,Xp22.2
TMEM2,Previous symbol,CEMIP2,cell migration inducing hyaluronidase 2,HGNC:11869,9q21.13
TMEM30A,Approved symbol,TMEM30A,transmembrane protein 30A,HGNC:16667,6q14.1
TMEM30B,Approved symbol,TMEM30B,transmembrane protein 30B,HGNC:27254,14q23.1
TMEM30C,Previous symbol,TMEM30CP,"transmembrane protein 30C, pseudogene",HGNC:30443,3q12.1
TMEM31,Approved symbol,TMEM31,transmembrane protein 31,HGNC:28601,Xq22.2
TMEM33,Approved symbol,TMEM33,transmembrane protein 33,HGNC:25541,4p13
TMEM35,Previous symbol,TMEM35A,transmembrane protein 35A,HGNC:25864,Xq22.1
TMEM37,Approved symbol,TMEM37,transmembrane protein 37,HGNC:18216,2q14.2
TMEM38A,Approved symbol,TMEM38A,transmembrane protein 38A,HGNC:28462,19p13.11
TMEM38B,Approved symbol,TMEM38B,transmembrane protein 38B,HGNC:25535,9q31.2
TMEM39A,Approved symbol,TMEM39A,transmembrane protein 39A,HGNC:25600,3q13.33
TMEM39B,Approved symbol,TMEM39B,transmembrane protein 39B,HGNC:25510,1p35.2
TMEM40,Approved symbol,TMEM40,transmembrane protein 40,HGNC:25620,3p25.2
TMEM41A,Approved symbol,TMEM41A,transmembrane protein 41A,HGNC:30544,3q27.2
TMEM41B,Approved symbol,TMEM41B,transmembrane protein 41B,HGNC:28948,11p15.4
TMEM42,Approved symbol,TMEM42,transmembrane protein 42,HGNC:28444,3p21.31
TMEM43,Approved symbol,TMEM43,transmembrane protein 43,HGNC:28472,3p25.1
TMEM44,Approved symbol,TMEM44,transmembrane protein 44,HGNC:25120,3q29
TMEM45A,Approved symbol,TMEM45A,transmembrane protein 45A,HGNC:25480,3q12.2
TMEM45B,Approved symbol,TMEM45B,transmembrane protein 45B,HGNC:25194,11q24.3
TMEM47,Approved symbol,TMEM47,transmembrane protein 47,HGNC:18515,Xp21.1
TMEM48,Previous symbol,NDC1,NDC1 transmembrane nucleoporin,HGNC:25525,1p32.3
TMEM49,Previous symbol,VMP1,vacuole membrane protein 1,HGNC:29559,17q23.1
TMEM50A,Approved symbol,TMEM50A,transmembrane protein 50A,HGNC:30590,1p36.11
TMEM50B,Approved symbol,TMEM50B,transmembrane protein 50B,HGNC:1280,21q22.11
TMEM51,Approved symbol,TMEM51,transmembrane protein 51,HGNC:25488,1p36.21
TMEM52,Approved symbol,TMEM52,transmembrane protein 52,HGNC:27916,1p36.33
TMEM53,Approved symbol,TMEM53,transmembrane protein 53,HGNC:26186,1p34.1
TMEM54,Approved symbol,TMEM54,transmembrane protein 54,HGNC:24143,1p35.1
TMEM55A,Previous symbol,PIP4P2,"phosphatidylinositol-4,5-bisphosphate 4-phosphatase 2",HGNC:25452,8q21.3
TMEM55B,Previous symbol,PIP4P1,"phosphatidylinositol-4,5-bisphosphate 4-phosphatase 1",HGNC:19299,14q11.2
TMEM56,Approved symbol,TMEM56,transmembrane protein 56,HGNC:26477,1p21.3
TMEM57,Previous symbol,MACO1,macoilin 1,HGNC:25572,1p36.11
TMEM59L,Approved symbol,TMEM59L,transmembrane protein 59 like,HGNC:13237,19p12
TMEM59,Approved symbol,TMEM59,transmembrane protein 59,HGNC:1239,1p32.3
TMEM5,Previous symbol,RXYLT1,ribitol xylosyltransferase 1,HGNC:13530,12q14.2
TMEM60,Approved symbol,TMEM60,transmembrane protein 60,HGNC:21754,7q11.23
TMEM61,Approved symbol,TMEM61,transmembrane protein 61,HGNC:27296,1p32.3
